id_product,name ,Fabricant,quatity_masse,quantity_vol,Score Danger,description,cas_number,État physique,cid_number,phase_risque,Classif. SGH,ICPE,pH,Temp_ébullition,pression_vapeur,code_tunnel
10770-0,4-dimethylaminopyridine,Aldrich,"0,025","0,1",1210,,1122-58-3,Solide,H301 H310 H315 H319 H335 H336,,"Acute Tox. 2 (Derm.), Acute Tox. 3 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3","4120,1","11,14",162 °C,"16,9 Pa à 25 °C",D/E
A13565,Methanesulfonic acid,Thermo Scientific,"0,5",,220,,75-75-2,Solide,H290 H302 H312 H314 H335,,"Met. Corr. 1, Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Skin Corr. 1A, STOT SE 3",Non soumis,,167 °C,,
BD32459,"1,3-dichloro-2-iodobenzene",BLD Pharmatech,"0,025",,111,,19230-28-5,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2, STOT SE 3",Non soumis,,,,
BD57437,1-bromo-3-(tert-butyl)benzene,BLD Pharmatech,"0,01",,111,,3972-64-3,Liquide,H315 H319 H335,R36/37/38,"Skin Irrit. 2, Eye Irrit. 2, STOT SE 3",Non soumis,,,,
149381,2.6-Diethylaniline,Sigma Aldrich,,"0,1",10,,579-66-8,Liquide,H302,,Acute Tox. 4 (Oral),Non soumis,,243 °C,,
"20842,33",2-propanol,VWR,,20,111,,67-63-0,Liquide,H225 H319 H336,,"Flam. Liq. 2, Eye Irrit. 2, STOT SE 3",,,82 °C,,
"8,08326",4-toluenesulfonyl chloride,Sigma Aldrich,"0,25",,100,,98-59-9,Solide,H290 H315 H317 H318,,"Met. Corr. 1, Skin Irrit. 2, Eye Dam. 1, Skin Sens. 1A",Non soumis,,160 °C,,E
"85027,32",tert-Butyl methyl ether,VWR,,"2,5",1,,1634-04-4,Liquide,H225 H315,,"Flam. Liq. 2, Skin Irrit. 2",,,"55,2 °C",,
23367,dichloromethane,VWR,,40,230,,75-09-2,Liquide,H315 H319 H336 H351,,"Skin Irrit. 2, Eye Irrit. 2, Carc. 2, STOT SE 3",Non soumis,7,"39,8 °C",,
105635000,"1,4-benzoquinone",Thermo Scientific,"0,5",,301,,106-51-4,Solide,H301 H315 H319 H331 H335 H400,R10,"Acute Tox. 3 (Oral), Acute Tox. 3 (Inhal.), Skin Irrit. 2, Eye Irrit. 2, STOT SE 3, Aquatic acute Acute 1","4130,1",4,,,
23880,ethyl acetate,VWR,,40,111,,141-78-6,Liquide,EUH066 H225 H319 H336,,"Flam. Liq. 2, Eye Irrit. 2, STOT SE 3",,,"77,1 °C",,
A11162.30,4'-methoxyacetophenone,Thermo Scientific,"0,25",,11,,100-06-1,Solide,H302 H315 H319,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2",Non soumis,,260 °C,,
D8720-1,"2-chloro-N,N-diethylethylamine hydrochloride",Aldrich,"0,1",,1210,,869-24-9,Solide,H300 H314 H341 H412,,"Acute Tox. 2 (Oral), Skin Corr. 1B, Muta. 2, Aquatic chronic Chronic 3","4120,1",,,,D/E
185426,o-Toluidine,Sigma Aldrich,"0,1",,1300,,95-53-4,Liquide,H301 H319 H331 H350 H400 H410 H411,,"Acute Tox. 3 (Oral), Acute Tox. 3 (Inhal.), Eye Irrit. 2, Carc. 1B, Aquatic acute Acute 1, Aquatic chronic Chronic 1, Aquatic chronic Chronic 2","4130,2","7,4",,35 Pa à 25 °C,D/E
L03415,Dimethylcarbamyl chloride,VWR,"0,025",,1400,,79-44-7,Liquide,H302 H315 H319 H331 H335 H350,,"Acute Tox. 3 (Inhal.), Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2, Carc. 1B, STOT SE 3",,,167 °C,,D/E
528993,n-pentane,Carlo Erba,,"2,5",211,,109-66-0,Liquide,EUH066 H225 H304 H336 H411,,"Flam. Liq. 2, STOT SE 3, Asp. Tox. 1, Aquatic chronic Chronic 2",,,,,
528275,diethyl ether,Carlo Erba,,25,121,,60-29-7,Liquide,EUH019 EUH066 H224 H302 H336,,"Flam. Liq. 1, Acute Tox. 4 (Oral), STOT SE 3","4330,1",,35 °C,,D/E
528295,ethyl acetate,Carlo Erba,,5,111,,141-78-6,Liquide,EUH066 H225 H319 H336,,"Flam. Liq. 2, Eye Irrit. 2, STOT SE 3",,,77 °C,,D/E
"24611,366",n-Hexane,VWR,,60,320,,110-54-3,Liquide,H225 H304 H315 H336 H361f H373 H411,,"Flam. Liq. 2, Skin Irrit. 2, Repr. 2, STOT SE 3, STOT RE 2, Asp. Tox. 1, Aquatic chronic Chronic 2",,,69 °C,,
386001,Toluene,Carlo Erba,,5,320,,108-88-3,Liquide,H225 H304 H315 H336 H361d H373,,"Flam. Liq. 2, Skin Irrit. 2, Repr. 2, STOT SE 3, STOT RE 2, Asp. Tox. 1",,,110 °C,,D/E
A88255,p-anisidine,Aldrich,"0,1",,4100,,104-94-9,Solide,H300 H310 H330 H350 H373 H400,,"Acute Tox. 2 (Oral), Acute Tox. 2 (Derm.), Acute Tox. 2 (Inhal.), Carc. 1B, STOT RE 2, Aquatic acute Acute 1","4120,1",,,,E
364762,"4,4′-Oxybis(benzoic acid)",Sigma Aldrich,"0,1",,0,,2215-89-6,Solide,,,,Non soumis,,,,
246956,"(S)-(-)-1,1'-Bi(2-naphtol)",Aldrich,"0,005",,1,,18531-99-2,Solide,H315 H319,,"Skin Irrit. 2, Eye Irrit. 2",Non soumis,,,,E
BD125855-10g,2.2-Diphenylacetic acid,BLD Pharmatech,"0,01",,11,,117-34-0,Solide,H302 H319 H412,,"Acute Tox. 4 (Oral), Eye Irrit. 2, Aquatic chronic Chronic 3",Non soumis,"3,72",,,
BD10932-25g,2-Bromophenylacetonitrile,BLD Pharmatech,"0,025",,130,,19472-74-3,Liquide,H302 H312 H315 H319 H332 H335 H336,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2, STOT SE 3, STOT SE 3",Non soumis,,,,
BD29861-25g,1-Naphthol,BLD Pharmatech,"0,025",,220,,90-15-3,Solide,H302 H311 H315 H317 H318 H335 H371 H400 H410 H412,,"Acute Tox. 3 (Derm.), Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Dam. 1, Skin Sens. 1, STOT SE 2, STOT SE 3, Aquatic acute Acute 1, Aquatic chronic Chronic 1, Aquatic chronic Chronic 3",4510,,,230 Pa à 100 °C,E
"8,18374",sodium tert-butylate,Merck,"0,1",,100,,865-48-5,Solide,H228 H251 H314 H318,,"Flam. Sol. 1, Self-heat. 1, Skin Corr. 1A, Eye Dam. 1",1450,,,,D/E
10449-3,chloroacetyl chloride,Aldrich,"0,005",,1300,,79-04-9,Solide,H301 H311 H314 H331 H372 H400 H410,,"Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), Skin Corr. 1A, STOT RE 1, Aquatic acute Acute 1, Aquatic chronic Chronic 1","4130,1",,,"60 mmHg à 41,5 °C",C/D
A7600-1,"3-amino-1,2-propandiol",Aldrich,"0,025",,100,,616-30-8,Solide,H314,,Skin Corr. 1B,Non soumis,,,,E
397261,n-acetylethylenediamine,Sigma Aldrich,"0,01",,0,,1001-53-2,Liquide,,,,Non soumis,,,,
192724,Diisobutylaluminium hydride 25wt % in toluene,Sigma Aldrich,"0,1",,410,,1191-15-7,Liquide,EUH014 H225 H250 H260 H304 H314 H318 H336 H361d H373 H412,,"Flam. Liq. 2, Pyr. Liq. 1, Water-react. 1, Skin Corr. 1A, Eye Dam. 1, Repr. 2, STOT SE 3, STOT RE 2, Asp. Tox. 1, Aquatic chronic Chronic 3",,,,,
BD160541,4-bromo-2-iodobenzoic acid,BLD Pharmatech,"0,025",,121,,1133123-02-0,Solide,H302 H315 H319 H335,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
8.18642.0100,tert-Butyl-dimethylchlorosilane,Sigma Aldrich,"0,1",,100,,18162-48-6,Solide,H228 H314 H318 H411,,"Flam. Sol. 1, Skin Corr. 1A, Eye Dam. 1, Aquatic chronic Chronic 2",4511,,,710 Pa à 25 °C,E
,"1,4,7,10,13,16-Hexaoxacyclooctadecane",BLD Pharmatech,"0,025",,,,17455-13-9,Solide,,,,Non soumis,,,,
20561-3,Methyl-tridecylammoniumchlorid,Aldrich,"0,25",,1400,,63393-96-4,Liquide,H301 H314 H318 H360F H360FD H373 H400 H410,,"Acute Tox. 3 (Oral), Skin Corr. 1C, Eye Dam. 1, Repr. 1B, Repr. 1B, STOT RE 2, Aquatic acute Acute 1, Aquatic chronic Chronic 1","4140,2",,,100 Pa,E
22060,(-)-carvone,Fluka,,"0,1",100,,"80-56-8, 6485-40-1, 32210-23-4",Liquide,H315 H317 H318 H411,,"Skin Irrit. 2, Eye Dam. 1, Skin Sens. 1, Aquatic chronic Chronic 2",4511,"6,4",,,
BD125898,diphenylmethane,BLD Pharmatech,"0,1",,0,,101-81-5,Solide,H400 H410,,"Aquatic acute Acute 1, Aquatic chronic Chronic 1",4510,,,,
156951000,Methyltriphenylphosphonium bromide,Thermo Fisher,"0,1",,100,,1779-49-3,Solide,H301 H411,,"Acute Tox. 3 (Oral), Aquatic chronic Chronic 2",,,,"0,0000002 hPa",
BD4906-25g,2-fluoro-6-methoxyphenylboronic acid,BLD Pharmatech,"0,025",,0,,78495-63-3,Solide,,,,Non soumis,,,,
BD5278-25g,"2,6-dimethoxyphenylboronic acid",BLD Pharmatech,"0,025",,0,,23112-96-1,Solide,,,,Non soumis,,,,
BD68500-5g,"(2,6-dimethylphenyl)boronic acid",BLD Pharmatech,"0,005",,0,,100379-00-8,Solide,,,,Non soumis,,,,
BD68500-10g,"(2,6-dimethylphenyl)boronic acid",BLD Pharmatech,"0,02",,0,,100379-00-8,Solide,,,,Non soumis,,,,
BD9875-25g,"2,6-difluorophenylboronic acid",BLD Pharmatech,"0,025",,111,,162101-25-9,Solide,H315 H319 H335 H336,,"Skin Irrit. 2, Eye Irrit. 2, STOT SE 3, STOT SE 3",Non soumis,,,,
448256,ethyl acetate,Carlo Erba,,"2,5",111,,141-78-6,Liquide,EUH066 H225 H319 H336,,"Flam. Liq. 2, Eye Irrit. 2, STOT SE 3",,,77 °C,97 hPa,D/E
21830-8,alpha-pinene oxide,Aldrich,"0,05",,0,,1686-14-2,Liquide,,,,Non soumis,,,,
218324-50g,"(+)-limonene oxide, mixture cis and trans 97%",Sigma Aldrich,"0,15",,0,,203719-54-4,Liquide,,,,Non soumis,,,,
86845,tetrabutylammonium chloride hydrate,Fluka,"0,1",,1,,37451-68-6,Solide,H315 H319,,"Skin Irrit. 2, Eye Irrit. 2",Non soumis,,,,
BD40793,"mono(N,N,N-trimethyl-1-phenylmethanaminium) tribromide",BLD Pharmatech,"0,025",,111,,111865-47-5,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2, STOT SE 3",Non soumis,,,,
171719,1.2-Dicyanobenzene,Aldrich,"0,1",,100,,91-15-6,Solide,H301 H412,,"Acute Tox. 3 (Oral), Aquatic chronic Chronic 3",,7,,1 Pa à 25 °C,D/E
779733,1-Bromo-2-(bromomethyl)naphtalene,Aldrich,"0,001",,0,,37763-43-2,Liquide,,,,Non soumis,,,,
"D20,186-3","1,4-Dioxane, 99%",Sigma Aldrich,,1,500,,123-91-1,ND,EUH019 EUH066 H225 H319 H335 H351,,"Flam. Liq. 2, Eye Irrit. 2A, Carc. 2, STOT SE 3",,6,,27 mmHg à 20 °C,D/E
32203,Diethyl ether,Sigma Aldrich,,"2,5",121,,60-29-7,Liquide,EUH019 EUH066 H224 H302 H335 H336,,"Flam. Liq. 1, Acute Tox. 4 (Oral), STOT SE 3, STOT SE 3",,,,189 hPa,D/E
242586,Diphenylamine,Sigma Aldrich,"0,005",,400,,122-39-4,Solide,H301 H311 H331 H373 H400 H410,,"Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), STOT RE 2, Aquatic acute Acute 1, Aquatic chronic Chronic 1","4130,1",,,1 mmHg à 108 °C,
A65603,4-(aminomethyl)pyridine,Aldrich,"0,005",,100,,3731-53-1,Liquide,H314,,Skin Corr. 1B,Non soumis,,,,E
,"1,2-dibromoethane",Acros Organics,,"0,075",1400,,106-93-4,Liquide,H301 H311 H315 H319 H331 H335 H350 H411,,"Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, Carc. 1B, STOT SE 3, Aquatic chronic Chronic 2",,,132 °C,"14,7 hPa",C/D
8.06210.0100,1-Bromonaphtalene,Merck,,"0,1",11,,90-11-9,Liquide,H302 H319,,"Acute Tox. 4 (Oral), Eye Irrit. 2A",,,,,
22411-1,ethylene glycol diethyl ether,Aldrich,"0,1",,1300,,629-14-1,Liquide,EUH019 H225 H319 H360D H360Df,,"Flam. Liq. 2, Eye Irrit. 2A, Repr. 1A, Repr. 1A",,,,"9,4 mmHg à 20 °C",D/E
E27408,"1,2-Dimethoxyethane",Sigma Aldrich,,"0,5",1300,,110-71-4,Liquide,EUH019 H225 H315 H332 H360F H360FD,,"Flam. Liq. 2, Acute Tox. 4 (Inhal.), Skin Irrit. 2, Repr. 1B, Repr. 1B",,7,,66 hPa à 20 °C,D/E
A18374,cobalt(II) acetate tetrahydrate,Alfa Aesar,"0,05",,1300,,6147-53-1,Solide,H317 H334 H341 H350 H350i H360F H400 H410,,"Resp. Sens. 1, Skin Sens. 1, Muta. 2, Carc. 1B, Carc. 1B, Repr. 1B, Aquatic acute Acute 1, Aquatic chronic Chronic 1",4510,"6,8",,,
443778,1-Methyl-2-pyrrolidinone,Aldrich,,"2,6",1400,,872-50-4,Liquide,H315 H319 H335 H360F H360FD,,"Skin Irrit. 2, Eye Irrit. 2A, Repr. 1B, Repr. 1B, STOT SE 3",,"8,5",,32 Pa à 20 °C,
D0525,diethyl sulfate,TCI,,"0,5",1300,,64-67-5,Liquide,H302 H312 H314 H332 H340 H350,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Corr. 1B, Muta. 1B, Carc. 1B",,,208 °C,20 Pa,D/E
D20115-4,Dioctyl pthalate,Aldrich,,"0,5",1300,,117-81-7,Solide,H360F H360FD,,"Repr. 1B, Repr. 1B",,,,"1,2 mmHg à 93 °C",
127630010,1-Methyl-2-pyrrolidinone,Acros Organics,,1,1400,,872-50-4,Liquide,H315 H319 H335 H360F H360FD,,"Skin Irrit. 2, Eye Irrit. 2A, Repr. 1B, Repr. 1B, STOT SE 3",,"8,5",,32 Pa à 20 °C,
234672,"2,2':6',2''-terpyridine",Sigma Aldrich,"0,001",,2110,,1148-79-4,Solide,H300 H310 H315 H318 H335,,"Acute Tox. 1 (Oral), Acute Tox. 2 (Derm.), Skin Irrit. 2, Eye Dam. 1, STOT SE 3","4110,1",,,,C/E
90780,Tributylamine,Fluka,,"0,1",2010,,102-82-9,Solide,H302 H310 H315 H330,,"Acute Tox. 1 (Inhal.), Acute Tox. 2 (Derm.), Acute Tox. 4 (Oral), Skin Irrit. 2","4110,1","10,6",215 °C,"0,3 mbar à 20 °C",D/E
102860010,allyl alcohol,Acros Organics,,1,2200,,107-18-6,Liquide,H225 H301 H310 H315 H319 H330 H335 H400 H412,,"Flam. Liq. 2, Acute Tox. 2 (Derm.), Acute Tox. 2 (Inhal.), Acute Tox. 3 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, Aquatic acute Acute 1, Aquatic chronic Chronic 3","4120,2",,96 °C,"17,3 mmHg à 20 °C",C/D
A15026,Allyl alcohol,Alfa Aesar,,1,2200,,107-18-6,Liquide,H225 H301 H310 H315 H319 H330 H335 H400 H412,,"Flam. Liq. 2, Acute Tox. 2 (Derm.), Acute Tox. 2 (Inhal.), Acute Tox. 3 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, Aquatic acute Acute 1, Aquatic chronic Chronic 3","4120,2",,96 °C,"17,3 mmHg à 20 °C",C/D
11201000,2-(diisopropyl-amino)ethyl chloride hydrochloride,Acros Organics,"0,1",,2100,,4261-68-1,Solide,H301 H310 H315 H319 H330,R24/25 R26 R36/38,"Acute Tox. 1 (Inhal.), Acute Tox. 2 (Derm.), Acute Tox. 3 (Oral), Skin Irrit. 2, Eye Irrit. 2A","4120,1",4,,,C/E
180790010,2-methoxyethanol ,Acros Organics,,"0,001",5000,,109-86-4,Liquide,H226 H302 H312 H332 H360F H360FD H370 H373,,"Flam. Liq. 3, Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Repr. 1B, Repr. 1B, STOT SE 1, STOT RE 2",,5,,10 hPa à 20 °C,D/E
350000050,tributyl(vinyl)tin,Acros Organics,"0,005",,2300,,7486-35-3,Liquide,H226 H301 H312 H315 H319 H360F H360FD H372 H400 H410,,"Flam. Liq. 3, Acute Tox. 3 (Oral), Acute Tox. 4 (Derm.), Skin Irrit. 2, Eye Irrit. 2A, Repr. 1B, Repr. 1B, STOT RE 1, Aquatic acute Acute 1, Aquatic chronic Chronic 1",,,,,E
481394,Tetramethyltin ,Sigma Aldrich,,"0,01",3000,,594-27-4,Liquide,H225 H300 H310 H330 H400 H410,,"Flam. Liq. 2, Acute Tox. 2 (Oral), Acute Tox. 2 (Derm.), Acute Tox. 2 (Inhal.), Aquatic acute Acute 1, Aquatic chronic Chronic 1",,,,,C/D
156159,sodium cyanoborohydride ,Aldrich,"0,01",,3000,,25895-60-7,Solide,EUH032 H228 H300 H310 H314 H330 H400 H410,,"Flam. Sol. 1, Acute Tox. 2 (Oral), Acute Tox. 2 (Derm.), Acute Tox. 2 (Inhal.), Skin Corr. 1B, Aquatic acute Acute 1, Aquatic chronic Chronic 1",4510,,,,E
44871,Sodium cyanoborohydride,FluoroChem,"0,025",,3000,,25895-60-7,Solide,EUH032 H228 H300 H310 H314 H330 H400 H410,,"Flam. Sol. 1, Acute Tox. 2 (Oral), Acute Tox. 2 (Derm.), Acute Tox. 2 (Inhal.), Skin Corr. 1B, Aquatic acute Acute 1, Aquatic chronic Chronic 1",4510,,,,E
138351000,tetramethylammonium hydroxyde 25% in methanol,Acros Organics,"0,1",,4000,,,Liquide,H226 H300 H310 H314 H318 H331 H370 H372 H411,,"Flam. Liq. 3, Acute Tox. 2 (Oral), Acute Tox. 2 (Derm.), Acute Tox. 3 (Inhal.), Skin Corr. 1B, Eye Dam. 1, STOT SE 1, STOT RE 1, Aquatic chronic Chronic 2",,,,"17,5 mmHg à 20 °C",E
8.03456.0100,"1,4diazabicyclo[2.2.2]octane",Merck,"0,1",,110,,280-57-9,Solide,H228 H302 H315 H318,,"Flam. Sol. 1, Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Dam. 1",1450,20,"173,4 °C",68 Pa,E
368551000,methylamine 2M in methanol ,Acros Organics,,"0,1",4000,,67-56-1,Liquide,H225 H301 H311 H314 H318 H331 H335 H370,,"Flam. Liq. 2, Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), Skin Corr. 1B, Eye Dam. 1, STOT SE 1, STOT SE 3",4722,,40 °C,,
S356,salicylaldehyde,Aldrich,"0,1",,130,,90-02-8,Liquide,H302 H315 H317 H319 H341 H411,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, Skin Sens. 1, Muta. 2, Aquatic chronic Chronic 2",,6,,79 Pa à 25 °C,
T82600,triphenylene,Aldrich,"0,001",,100,,217-59-4,Solide,H318 H400 H410,,"Eye Dam. 1, Aquatic acute Acute 1, Aquatic chronic Chronic 1",4510,,,,
656623,"1,3-bis-(2.6-diisopropylphenyl)imidazolium chloride",Aldrich,1,,111,,258278-25-0,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
I17451,isonicotinamide,Aldrich,"0,05",,0,,1453-82-3,Solide,,,,Non soumis,,,,
13993-9,trans-stilbene,Aldrich,"0,025",,11,,103-30-0,Solide,H302 H319 H411,,"Acute Tox. 4 (Oral), Eye Irrit. 2A, Aquatic chronic Chronic 2",4511,,,,
D131407,"2,3-dimethoxybenzoic acid",Aldrich,"0,025",,0,,1521-38-6,Solide,,,,Non soumis,,,,
15145,(-)-bis[(S)-1-phenylethyl]amine hydrochloride,Aldrich,"0,005",,111,,40648-92-8,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
140066,"1,3,5-tribromobenzene",Aldrich,"0,025",,0,,626-39-1,Solide,H413,,Aquatic chronic Chronic 4,Non soumis,,,,
187240,9-anthracenemethanol,Aldrich,"0,01",,0,,1468-95-7,Solide,,,,Non soumis,,,,
P27100,N-phenylmaleimide,Aldrich,"0,025",,100,,941-69-5,Solide,H301 H400,,"Acute Tox. 3 (Oral), Aquatic acute Acute 1",,,,,E
192261000,poly(ethylene glycol),Acros Organics,"0,1",,,,25322-68-3,Solide,,R19,,Non soumis,5,,"0,01 mmHg à 20 °C",
88810,thiourea,Sigma Aldrich,"0,1",,400,,62-56-6,Solide,H302 H351 H361d H411,,"Acute Tox. 4 (Oral), Carc. 2, Repr. 2, Aquatic chronic Chronic 2",4511,5,,,
149340500,"phenol, extra pur",Acros Organics,"0,05",,500,,108-95-2,Liquide,H301 H311 H314 H331 H341 H373 H411,R14,"Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), Skin Corr. 1B, Muta. 2, STOT RE 2, Aquatic chronic Chronic 2","4130,2",6,182 °C,"0,4 mbar à 20 °C",D/E
227161000,cetyltrimethylammonium bromide,Acros Organics,"0,1",,220,,57-09-0,Solide,H302 H315 H318 H335 H373 H400,R22,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Dam. 1, STOT SE 3, STOT RE 2, Aquatic acute Acute 1",4510,5,,,
16703-7,2-hydroxy-3-methylbenzoic acid,Aldrich,"0,5",,220,,83-40-9,Solide,H302 H315 H318 H335,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Dam. 1, STOT SE 3",Non soumis,,,,
396741000,imidazole,Acros Organics,"0,1",,1300,,288-32-4,Solide,H302 H314 H318 H360D,R39,"Acute Tox. 4 (Oral), Skin Corr. 1C, Eye Dam. 1, Repr. 1B",Non soumis,"10,5",255 °C,"0,003 mbar à 20 °C",
,L cysteine hydrochloride,Inconnu,"0,025",,,,7048-04-6,Solide,,,,Non soumis,1,,,
499617,O-Allyl-N-(9-anthracenylmethyl)cinchonidinium bromide,Aldrich,"0,005",,111,,200132-54-3,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
369320010,N-(diphenylmethylene)glycerine tert-butyl ester,Acros Organics,"0,003",,,,81477-94-3,Solide,,R36,,Non soumis,,,,
140420250,triphenylphosphine,Acros Organics,"0,025",,130,,603-35-0,Solide,H302 H317 H373,,"Acute Tox. 4 (Oral), Skin Sens. 1, STOT RE 2",Non soumis,,377 °C,5 mmHg à 20 °C,
386413,1-indanone oxime,Aldrich,"0,025",,0,,3349-60-8,Solide,,,,Non soumis,,,,
312520050,"pentafluoropropionic acid, sodium salt",Acros Organics,"0,005",,0,,378-77-8,Solide,,,,Non soumis,,,,
103713,"2,3,4,5,6-pentafluoroaniline",Aldrich,"0,025",,1,,771-60-8,Solide,H315 H319,,"Skin Irrit. 2, Eye Irrit. 2A",Non soumis,,,,
26530-6,"2,3-difluoroaniline",Aldrich,"0,005",,130,,4519-40-8,Liquide,H302 H312 H315 H319 H332 H335,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
D101400,"2,4-difluoroaniline",Aldrich,"0,01",,210,,367-25-9,Liquide,H302 H311 H331,,"Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), Acute Tox. 4 (Oral)","4130,2",,,,E
243190100,"3,4-difluoroaniline",Acros Organics,,"0,01",130,,3863-11-4,Liquide,H302 H312 H315 H319 H332 H335,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,77 °C,,E
196614,"2,6-difluoroaniline",Aldrich,"0,005",,30,,5509-65-9,Solide,H226 H302 H312 H317 H332,,"Flam. Liq. 3, Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Sens. 1",Non soumis,,,,
196835,"2,4,6-trifluoroaniline",Aldrich,"0,005",,220,,363-81-5,Solide,H228 H302 H312 H315 H318 H335,,"Flam. Sol. 2, Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Skin Irrit. 2, Eye Dam. 1, STOT SE 3",1450,,,,E
A14256,3-chloro-4-iodoaniline,Alfa Aesar,"0,025",,130,,135050-44-1,Solide,H302 H312 H315 H319 H332 H335,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
D8801,"2,6-diacetylpyridine",Aldrich,"0,01",,111,,1129-30-2,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
375230010,"N,N-dimethylacetamide",Acros Organics,,1,1300,,127-19-5,Liquide,H312 H319 H332 H360D,,"Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Eye Irrit. 2A, Repr. 1B",,4,,"200 Pa à 21,7 °C",
1.00990.1001,Ethanol,Merck,,1,1,,64-17-5,Liquide,H225 H319,,"Flam. Liq. 2, Eye Irrit. 2A",,7,"78,3 °C",59 hPa,D/E
05-5000,Trityl tetra(pentafluorophenyl)borate,Strem Chemicals,"0,001",,111,,136040-19-2,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
,Fullerene C60,Inconnu,"0,05",,111,,99685-96-8,Solide,H319 H335,,"Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
93-1118,sodium borohydride,Strem Chemicals,"0,05",,1200,,16940-66-2,Solide,EUH014 H260 H301 H311 H314 H330,,"Water-react. 1, Acute Tox. 2 (Inhal.), Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Skin Corr. 1B","4120,1",,,,E
21828-6,"(+)-dihydrocarvone, mixture of isomers",Aldrich,"0,1",,111,,7764-50-3,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,"0,06 mmHg à 20 °C",
1506833,D(+)-carvone,Janssen,"0,05",,10,,2244-16-8,Liquide,H317,,Skin Sens. 1,Non soumis,,,,
85745-9,N-acetyl-L-phenylalanine,Aldrich,"0,005",,0,,2018-61-3,Solide,,,,Non soumis,,,,
07-0092,"(2R,2'R)-(-)-2,2'-bipyrrolidine",Strem Chemicals,"0,001",,111,,137037-20-8,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
155063,"1-decalone, mixture cis and trans",Aldrich,"0,005",,0,,4832-16-0,Liquide,,,,Non soumis,,,,
209980010,"trans-(-)-1,4-di-o-tosyl-2,3-o-isopropylidene-L-threitol",Acros Organics,"0,005",,0,,37002-45-2,Solide,,,,Non soumis,,,,
